Changed database context to 'adventureworks'.
Salesperson                                                                                                                                                                                                                                                      CustomerName                                                Phone                    
adventure-works\josé1                                                                                                                                                                                                                                            Ms. Garza                                                   150-555-0127             
adventure-works\shu0                                                                                                                                                                                                                                             Mr. Gash                                                    192-555-0173             
adventure-works\jillian0                                                                                                                                                                                                                                         Ms. Gates                                                   710-555-0173             
adventure-works\pamela0                                                                                                                                                                                                                                          Mr. Gee                                                     245-555-0173             
adventure-works\jillian0                                                                                                                                                                                                                                         Mr. Gehring                                                 417-555-0182             
adventure-works\pamela0                                                                                                                                                                                                                                          Mr. Geist                                                   724-555-0161             
adventure-works\jae0                                                                                                                                                                                                                                             Ms. German                                                  1 (11) 500 555-0181      
adventure-works\jae0                                                                                                                                                                                                                                             Mr. Giakoumakis                                             1 (11) 500 555-0169      
adventure-works\josé1                                                                                                                                                                                                                                            Mr. Giglio                                                  692-555-0136             
adventure-works\shu0                                                                                                                                                                                                                                             Mr. Gilbert                                                 583-555-0198             
adventure-works\jillian0                                                                                                                                                                                                                                         Ms. Gilliat                                                 521-555-0183             
adventure-works\shu0                                                                                                                                                                                                                                             Ms. Gimmi                                                   149-555-0196             
adventure-works\shu0                                                                                                                                                                                                                                             Ms. Glenn                                                   669-555-0149             
adventure-works\josé1                                                                                                                                                                                                                                            Ms. Glimp                                                   898-555-0137             
adventure-works\david8                                                                                                                                                                                                                                           Mr. Gode                                                    164-555-0145             
adventure-works\linda3                                                                                                                                                                                                                                           Mr. Goktepe                                                 637-555-0120             
adventure-works\garrett1                                                                                                                                                                                                                                         Mr. Goldstein                                               495-555-0161             
adventure-works\jillian0                                                                                                                                                                                                                                         Ms. Gonzalez                                                121-555-0139             
adventure-works\shu0                                                                                                                                                                                                                                             Mr. Graff                                                   132-555-0150             
adventure-works\josé1                                                                                                                                                                                                                                            Mr. Graham                                                  674-555-0187             
adventure-works\jae0                                                                                                                                                                                                                                             Mr. Grande                                                  1 (11) 500 555-0114      
adventure-works\josé1                                                                                                                                                                                                                                            Ms. Greer                                                   737-555-0163             
adventure-works\shu0                                                                                                                                                                                                                                             Mr. Groncki                                                 385-555-0140             
adventure-works\david8                                                                                                                                                                                                                                           Mr. Groth                                                   461-555-0118             
adventure-works\josé1                                                                                                                                                                                                                                            Ms. Haemon                                                  141-555-0172             
adventure-works\shu0                                                                                                                                                                                                                                             Ms. Hagens                                                  244-555-0127             
adventure-works\david8                                                                                                                                                                                                                                           Ms. Haines                                                  867-555-0114             
adventure-works\josé1                                                                                                                                                                                                                                            Mr. Hamilton                                                344-555-0144             
adventure-works\shu0                                                                                                                                                                                                                                             Mr. Hanif                                                   216-555-0122             
adventure-works\david8                                                                                                                                                                                                                                           Ms. Handley                                                 582-555-0113             
adventure-works\josé1                                                                                                                                                                                                                                            Ms. Harding                                                 926-555-0159             
adventure-works\shu0                                                                                                                                                                                                                                             Mr. Harrington                                              828-555-0186             
adventure-works\david8                                                                                                                                                                                                                                           Mr. Harris                                                  170-555-0127             
adventure-works\linda3                                                                                                                                                                                                                                           Mr. Harui                                                   774-555-0133             
adventure-works\jillian0                                                                                                                                                                                                                                         Ms. Hass                                                    713-555-0168             
adventure-works\garrett1                                                                                                                                                                                                                                         Mr. Haugh                                                   763-555-0120             
adventure-works\garrett1                                                                                                                                                                                                                                         Ms. Heaney                                                  393-555-0167             
adventure-works\linda3                                                                                                                                                                                                                                           Mr. Hanson                                                  107-555-0117             
adventure-works\jillian0                                                                                                                                                                                                                                         Ms. Hendricks                                               859-555-0140             
adventure-works\garrett1                                                                                                                                                                                                                                         Mr. Hensien                                                 143-555-0129             
adventure-works\garrett1                                                                                                                                                                                                                                         Ms. Hernandez                                               790-555-0197             
adventure-works\josé1                                                                                                                                                                                                                                            Mr. Hernandez                                               214-555-0145             
adventure-works\shu0                                                                                                                                                                                                                                             Ms. Herring                                                 158-555-0154             
adventure-works\david8                                                                                                                                                                                                                                           Mr. Heymsfield                                              784-555-0120             
adventure-works\josé1                                                                                                                                                                                                                                            Mr. Hill                                                    194-555-0149             
adventure-works\shu0                                                                                                                                                                                                                                             Mr. Hines                                                   454-555-0160             
adventure-works\david8                                                                                                                                                                                                                                           Mr. Hink                                                    146-555-0176             
adventure-works\linda3                                                                                                                                                                                                                                           Mr. Hodgson                                                 969-555-0117             
adventure-works\jillian0                                                                                                                                                                                                                                         Ms. Hoeing                                                  850-555-0198             
adventure-works\jillian0                                                                                                                                                                                                                                         Mr. Hodges                                                  129-555-0120             
adventure-works\jae0                                                                                                                                                                                                                                             Ms. Holloway                                                1 (11) 500 555-0181      
adventure-works\josé1                                                                                                                                                                                                                                            Mr. Holmes                                                  570-555-0199             
adventure-works\shu0                                                                                                                                                                                                                                             Ms. Holman                                                  996-555-0196             
adventure-works\jillian0                                                                                                                                                                                                                                         Mr. Houston                                                 632-555-0171             
adventure-works\josé1                                                                                                                                                                                                                                            Mr. Howard                                                  555-555-0162             
adventure-works\jae0                                                                                                                                                                                                                                             Ms. Hows                                                    1 (11) 500 555-0119      
adventure-works\pamela0                                                                                                                                                                                                                                          Mr. Huckaby                                                 851-555-0127             
adventure-works\jillian0                                                                                                                                                                                                                                         Mr. Huff                                                    190-555-0186             
adventure-works\jae0                                                                                                                                                                                                                                             Ms. Huff                                                    1 (11) 500 555-0146      
adventure-works\jillian0                                                                                                                                                                                                                                         Ms. Huntsman                                                153-555-0195             
adventure-works\shu0                                                                                                                                                                                                                                             Mr. Hurkett                                                 129-555-0185             
adventure-works\josé1                                                                                                                                                                                                                                            Mr. Ihrig                                                   809-555-0152             
adventure-works\josé1                                                                                                                                                                                                                                            Ms. Inghram                                                 718-555-0152             
adventure-works\shu0                                                                                                                                                                                                                                             Mr. Iallo                                                   199-555-0135             
adventure-works\jillian0                                                                                                                                                                                                                                         Mr. Irwin                                                   367-555-0124             
adventure-works\pamela0                                                                                                                                                                                                                                          Mr. Ismert                                                  116-555-0163             
adventure-works\jae0                                                                                                                                                                                                                                             Ms. Ison                                                    1 (11) 500 555-0127      
adventure-works\josé1                                                                                                                                                                                                                                            Mr. Jacobs                                                  697-555-0131             
adventure-works\shu0                                                                                                                                                                                                                                             Mr. Jacobsen                                                703-555-0120             
adventure-works\jillian0                                                                                                                                                                                                                                         Ms. Jacobson                                                652-555-0189             
adventure-works\pamela0                                                                                                                                                                                                                                          Ms. Alexander                                               344-555-0133             
adventure-works\jae0                                                                                                                                                                                                                                             Mr. Jaffe                                                   1 (11) 500 555-0140      
adventure-works\josé1                                                                                                                                                                                                                                            Ms. Johns                                                   103-555-0151             
adventure-works\shu0                                                                                                                                                                                                                                             Ms. Jarvis                                                  458-555-0179             
adventure-works\josé1                                                                                                                                                                                                                                            Mr. Jiang                                                   910-555-0116             
adventure-works\garrett1                                                                                                                                                                                                                                         Ms. Johnson                                                 356-555-0190             
adventure-works\linda3                                                                                                                                                                                                                                           Mr. Johnson                                                 858-555-0140             
adventure-works\jillian0                                                                                                                                                                                                                                         Mr. Johnson                                                 320-555-0134             
adventure-works\david8                                                                                                                                                                                                                                           Mr. Johnson                                                 476-555-0139             
adventure-works\shu0                                                                                                                                                                                                                                             Ms. Jordan                                                  207-555-0129             
adventure-works\david8                                                                                                                                                                                                                                           Ms. Justice                                                 170-555-0189             
adventure-works\michael9                                                                                                                                                                                                                                         Ms. Krane                                                   224-555-0126             
adventure-works\josé1                                                                                                                                                                                                                                            Ms. Kitt                                                    303-555-0117             
adventure-works\shu0                                                                                                                                                                                                                                             Mr. Kaliyath                                                495-555-0113             
adventure-works\josé1                                                                                                                                                                                                                                            Ms. Kane                                                    765-555-0141             
adventure-works\shu0                                                                                                                                                                                                                                             Ms. Krane                                                   731-555-0187             
adventure-works\pamela0                                                                                                                                                                                                                                          Mr. Katyal                                                  928-555-0117             
adventure-works\josé1                                                                                                                                                                                                                                            Mr. Kelley                                                  112-555-0195             
adventure-works\shu0                                                                                                                                                                                                                                             Mr. Kelly                                                   330-555-0116             
adventure-works\jillian0                                                                                                                                                                                                                                         Mr. Kelly                                                   510-555-0123             
adventure-works\pamela0                                                                                                                                                                                                                                          Mr. Kennedy                                                 275-555-0179             
adventure-works\jae0                                                                                                                                                                                                                                             Ms. Kesslep                                                 1 (11) 500 555-0146      
adventure-works\josé1                                                                                                                                                                                                                                            Ms. Keyser                                                  656-555-0173             
adventure-works\jillian0                                                                                                                                                                                                                                         Mr. Khan                                                    249-555-0179             
adventure-works\pamela0                                                                                                                                                                                                                                          Ms. Khanna                                                  390-555-0150             
adventure-works\jae0                                                                                                                                                                                                                                             Mr. Kim                                                     1 (11) 500 555-0144      
adventure-works\josé1                                                                                                                                                                                                                                            Mr. Kim                                                     155-555-0149             
adventure-works\garrett1                                                                                                                                                                                                                                         Mr. Kim                                                     244-555-0115             
adventure-works\linda3                                                                                                                                                                                                                                           Mr. Kirilov                                                 608-555-0162             
adventure-works\shu0                                                                                                                                                                                                                                             Mr. Kleinerman                                              362-555-0177             
adventure-works\david8                                                                                                                                                                                                                                           Mr. Kobylinski                                              129-555-0185             
adventure-works\josé1                                                                                                                                                                                                                                            Mr. King                                                    979-555-0163             
adventure-works\shu0                                                                                                                                                                                                                                             Mr. Kogan                                                   136-555-0134             
adventure-works\jillian0                                                                                                                                                                                                                                         Mr. Konersmann                                              556-555-0192             
adventure-works\pamela0                                                                                                                                                                                                                                          Ms. Koski                                                   810-555-0198             
adventure-works\jae0                                                                                                                                                                                                                                             Ms. Kotc                                                    1 (11) 500 555-0173      
adventure-works\shu0                                                                                                                                                                                                                                             Mr. Kennedy                                                 996-555-0192             
adventure-works\pamela0                                                                                                                                                                                                                                          Ms. Krupka                                                  107-555-0132             
adventure-works\jae0                                                                                                                                                                                                                                             Mr. Kumar                                                   1 (11) 500 555-0122      
adventure-works\josé1                                                                                                                                                                                                                                            Mr. Kuppa                                                   290-555-0196             
adventure-works\shu0                                                                                                                                                                                                                                             Mr. Kurtz                                                   452-555-0179             
adventure-works\jillian0                                                                                                                                                                                                                                         Mr. Kurniawan                                               436-555-0160             
adventure-works\pamela0                                                                                                                                                                                                                                          Mr. Lang                                                    932-555-0163             
adventure-works\jae0                                                                                                                                                                                                                                             Ms. Laszlo                                                  1 (11) 500 555-0155      
adventure-works\josé1                                                                                                                                                                                                                                            Mr. Lawrence                                                653-555-0159             
adventure-works\shu0                                                                                                                                                                                                                                             Ms. Leavitt                                                 482-555-0174             
adventure-works\pamela0                                                                                                                                                                                                                                          Mr. Lee                                                     396-555-0139             
adventure-works\jillian0                                                                                                                                                                                                                                         Ms. Lee                                                     306-555-0166             
adventure-works\shu0                                                                                                                                                                                                                                             Mr. Campbell                                                491-555-0132             
adventure-works\josé1                                                                                                                                                                                                                                            Mr. Lee                                                     371-555-0112             
adventure-works\jae0                                                                                                                                                                                                                                             Ms. Lenehan                                                 1 (11) 500 555-0126      
adventure-works\pamela0                                                                                                                                                                                                                                          Mr. Lengel                                                  947-555-0143             
adventure-works\jillian0                                                                                                                                                                                                                                          Leonetti                                                   645-555-0193             
adventure-works\linda3                                                                                                                                                                                                                                           Ms. Lepro                                                   354-555-0130             
adventure-works\garrett1                                                                                                                                                                                                                                         Ms. Leste                                                   493-555-0134             
adventure-works\jillian0                                                                                                                                                                                                                                         Ms. Lewin                                                   803-555-0116             
adventure-works\shu0                                                                                                                                                                                                                                             Mr. Li                                                      699-555-0183             
adventure-works\josé1                                                                                                                                                                                                                                            Mr. Li                                                      316-555-0138             
adventure-works\jae0                                                                                                                                                                                                                                             Ms. Li                                                      1 (11) 500 555-0176      
adventure-works\pamela0                                                                                                                                                                                                                                          Mr. Lique                                                   119-555-0195             
adventure-works\jillian0                                                                                                                                                                                                                                         Mr. Lisboa                                                  380-555-0116             
